                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2                                     msun                                     rsun                                     lsun 
                               "4a68bfb"                               "gfortran"                                 "13.3.0"                   "x86_64-linux-25.12.1"                                 "CRMATH"                               "20260307"                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60 
                                      45                                      474                  1.8281309940044158E-001                 -1.5160251739045081E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9998982745142195E-001                  2.1941812657468814E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9998982745142195E-001                  2.1941812657468814E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6846260603342753E+001                  1.4247523981638752E-017                 -1.6846260603342753E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.6846260603342753E+001                  1.4247523981638752E-017                 -1.6846260603342753E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6178711170192819E+000                  3.9558809979199863E+000                  2.2648514257859262E+000                  1.0844560347869621E+000                  0.0000000000000000E+000                  9.3426641703489537E+000                 -4.5892681182562471E+000                  5.7521119842008392E+000                  6.2187847377251781E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861379E-003                  9.3805276451495445E-003                  3.4468833607861423E-003                  9.3805276451495410E-003                  1.0500000000000014E+001                  4.1995530354712329E+000                                        0                                        2 
                                      50                                      489                  4.5497190750010669E-001                 -1.1201189436663841E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9998982745142195E-001                  2.2621430188793350E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9998982745142195E-001                  2.2621430188793350E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6845156854288351E+001                  1.4283779775696401E-017                 -1.6845156854288351E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.6845156854288351E+001                  1.4283779775696401E-017                 -1.6845156854288351E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6178801316365101E+000                  3.9557818015477797E+000                  2.2647837983653667E+000                  1.0845912896280807E+000                  0.0000000000000000E+000                  9.3429354976381607E+000                 -4.5890612643804873E+000                  5.7521775832733129E+000                  6.2187838887807079E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861379E-003                  9.3805276451495445E-003                  3.4468833607861410E-003                  9.3805276451495428E-003                  1.0500000000000014E+001                  4.1995530354712329E+000                                        0                                        2 
                                      55                                      474                  1.1321901128706655E+000                 -7.2421271342826010E-001                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9998982745142195E-001                  2.2902496692688769E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9998982745142195E-001                  2.2902496692688769E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6842411773477263E+001                  1.4374350372969741E-017                 -1.6842411773477263E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.6842411773477263E+001                  1.4374350372969741E-017                 -1.6842411773477263E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6179029112101113E+000                  3.9555375407961284E+000                  2.2646161088423384E+000                  1.0849266686741375E+000                  0.0000000000000000E+000                  9.3436101048938180E+000                 -4.5885469041500526E+000                  5.7523406479127743E+000                  6.2187817776472776E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861379E-003                  9.3805276451495445E-003                  3.4468833607861401E-003                  9.3805276451495410E-003                  1.0500000000000014E+001                  4.1995530354712329E+000                                        0                                        2 
                                      60                                      489                  2.8173257176583335E+000                 -3.2830648319013606E-001                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9998982745142195E-001                  2.3221874729994499E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9998982745142195E-001                  2.3221874729994499E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6835594365180285E+001                  1.4601774419828639E-017                 -1.6835594365180285E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.6835594365180285E+001                  1.4601774419828639E-017                 -1.6835594365180285E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6179596303931860E+000                  3.9549318366718746E+000                  2.2641998184140619E+000                  1.0857592495306903E+000                  0.0000000000000000E+000                  9.3452858994681787E+000                 -4.5872689023606696E+000                  5.7527455354765289E+000                  6.2187765302052456E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861379E-003                  9.3805276451495445E-003                  3.4468833607861379E-003                  9.3805276451495428E-003                  1.0500000000000014E+001                  4.1995530354712329E+000                                        0                                        2 
                                      65                                      474                  7.0104823457635828E+000                  6.7599747047987935E-002                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9998982745142195E-001                  2.4082598853135802E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9998982745142195E-001                  2.4082598853135802E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6818714290660534E+001                  1.5180487178410843E-017                 -1.6818714290660534E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.6818714290660534E+001                  1.5180487178410843E-017                 -1.6818714290660534E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6181006500641582E+000                  3.9534332520187281E+000                  2.2631684867455442E+000                  1.0878219128677256E+000                  0.0000000000000000E+000                  9.3494386211203508E+000                 -4.5841002892005580E+000                  5.7537477916529509E+000                  6.2187635055929824E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861379E-003                  9.3805276451495445E-003                  3.4468833607861358E-003                  9.3805276451495410E-003                  1.0500000000000014E+001                  4.1995530354712329E+000                                        0                                        3 
                                      70                                      491                  1.7444397846610435E+001                  4.6350597728611193E-001                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9998982745142195E-001                  2.5206408698461160E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9998982745142195E-001                  2.5206408698461160E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6777221947521895E+001                  1.6702368165330678E-017                 -1.6777221947521895E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.6777221947521895E+001                  1.6702368165330678E-017                 -1.6777221947521895E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6184489190322795E+000                  3.9497485999848680E+000                  2.2606296227923721E+000                  1.0928996407740701E+000                  0.0000000000000000E+000                  9.3596681788522247E+000                 -4.5762853168917133E+000                  5.7562103806763680E+000                  6.2187312742572387E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861379E-003                  9.3805276451495445E-003                  3.4468833607861340E-003                  9.3805276451495428E-003                  1.0500000000000014E+001                  4.1995530354712329E+000                                        0                                        3 
                                      75                                      477                  4.3407318465677669E+001                  8.5941220752423608E-001                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9998982745142195E-001                  3.0511678539293256E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9998982745142195E-001                  3.0511678539293256E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6677031563482029E+001                  2.1036255477477814E-017                 -1.6677031563482029E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.6677031563482029E+001                  2.1036255477477814E-017                 -1.6677031563482029E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6192758074713387E+000                  3.9407517628531532E+000                  2.2544774273483954E+000                  1.1052040316620229E+000                  0.0000000000000000E+000                  9.3845009994235546E+000                 -4.5572575973310583E+000                  5.7621513386131120E+000                  6.2186519650245531E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861379E-003                  9.3805276451495445E-003                  3.4468833607861319E-003                  9.3805276451495410E-003                  1.0500000000000014E+001                  4.1995530354712329E+000                                        0                                        3 
                                      80                                      493                  1.0801137310051504E+002                  1.2553184377623601E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999085651146946E-001                  4.8168538274811143E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999085651146946E-001                  4.8168538274811143E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6444715703256978E+001                  3.5915696812402135E-017                 -1.6444715703256978E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.6444715703256978E+001                  3.5915696812402135E-017                 -1.6444715703256978E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6213036868108013E+000                  3.9200821413744373E+000                  2.2400868579301130E+000                  1.1339851704985884E+000                  0.0000000000000000E+000                  9.4428597554487528E+000                 -4.5122232106907392E+000                  5.7759029802991515E+000                  6.2184579625221303E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861379E-003                  9.3805276451495445E-003                  3.4468833607861297E-003                  9.3805276451495428E-003                  1.0500000000000014E+001                  4.1995530354712329E+000                                        0                                        4 
                                      85                                      497                  2.6876693432947360E+002                  1.6512246680004841E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999290477536351E-001                  9.4685190033112196E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999290477536351E-001                  9.4685190033112196E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.5951155075094571E+001                  1.1190382331074857E-016                 -1.5951155075094571E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.5951155075094571E+001                  1.1190382331074857E-016                 -1.5951155075094571E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6257110393920673E+000                  3.8755049260190311E+000                  2.2089835450898772E+000                  1.1961917961790600E+000                  0.0000000000000000E+000                  9.5711114402353132E+000                 -4.4117815700506346E+000                  5.8051389472542239E+000                  6.2179850663951552E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861379E-003                  9.3805276451495445E-003                  3.4468833607861297E-003                  9.3805276451495428E-003                  1.0500000000000014E+001                  4.1995530354712329E+000                                        0                                        4 
                                      90                                      512                  6.6877821244671566E+002                  2.0471308982386081E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999519798401804E-001                  2.0951838314106769E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999519798401804E-001                  2.0951838314106769E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.5049949804415307E+001                  8.9135395451835314E-016                 -1.5049949804415307E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.5049949804415307E+001                  8.9135395451835314E-016                 -1.5049949804415307E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6338011825318941E+000                  3.7925568480361465E+000                  2.1513292198187810E+000                  1.3115004467212519E+000                  0.0000000000000000E+000                  9.8230885903569938E+000                 -4.2102342338882872E+000                  5.8596363836751681E+000                  6.2169880300213543E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861379E-003                  9.3805276451495445E-003                  3.4468833607861297E-003                  9.3805276451495428E-003                  1.0500000000000014E+001                  4.1995530354712329E+000                                        0                                        5 
                                      95                                      525                  1.3620388946737742E+003                  2.1675642728705826E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999722414068348E-001                  3.9744458325606474E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999722414068348E-001                  3.9744458325606474E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4001450414659425E+001                  9.9666586743207296E-015                 -1.4001450414659425E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.4001450414659425E+001                  9.9666586743207296E-015                 -1.4001450414659425E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6432710463592817E+000                  3.7037094174131573E+000                  2.0879657768525122E+000                  1.4382273326537902E+000                  0.0000000000000000E+000                  1.0145880733476176E+001                 -3.9480670671926967E+000                  5.9262863113761162E+000                  6.2159244890633725E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861379E-003                  9.3805276451495445E-003                  3.4468833607861297E-003                  9.3805276451495428E-003                  1.0500000000000014E+001                  4.1995530354712329E+000                                        0                                        4 
                                     100                                      525                  2.3003877107964390E+003                  2.3221686676093514E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999810736832973E-001                  5.8459916287373015E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999810736832973E-001                  5.8459916287373015E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.2991029966781232E+001                  1.0208690402276420E-013                 -1.2991029966781232E+001                 -9.8999999999999986E+001                 -2.8898879583742193E+001                 -1.2991029966781232E+001                  1.0208690402276420E-013                 -1.2991029966781232E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6517346498480188E+000                  3.6430379024836794E+000                  2.0407028124102995E+000                  1.5327532615382147E+000                  0.0000000000000000E+000                  1.0478045790155559E+001                 -3.6790132394950406E+000                  5.9947919559749927E+000                  6.2149242208046740E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861379E-003                  9.3805276451495445E-003                  3.4468833607861297E-003                  9.3805276451495428E-003                  1.0500000000000014E+001                  4.1995530354712329E+000                                        0                                        4 
                                     105                                      532                  3.5477767682595645E+003                  2.4879661379560116E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999861206984209E-001                  7.6697711704050786E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999861206984209E-001                  7.6697711704050786E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.1909821607000630E+001                  1.2307742260436901E-012                 -1.1909821607000630E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.1909821607000630E+001                  1.2307742260436901E-012                 -1.1909821607000630E+001                 -3.6181140134335479E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6595910779579284E+000                  3.6347360384345406E+000                  2.0208390241659102E+000                  1.5724808380269939E+000                  0.0000000000000000E+000                  1.0838288707815119E+001                 -3.3930408998893475E+000                  6.0729246392342207E+000                  6.2139549248425052E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861379E-003                  9.3805276451495445E-003                  3.4468833607861297E-003                  9.3805276451495428E-003                  1.0500000000000014E+001                  4.1995530354712329E+000                                        0                                        4 
                                     110                                      535                  4.9379149099771366E+003                  2.5226191750066027E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999848589446394E-001                  9.2143033188269918E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999848589446394E-001                  9.2143033188269918E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.0777830181405166E+001                  1.6678992699747805E-011                 -1.0777830181405166E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.0777830181405166E+001                  1.6678992699747805E-011                 -1.0777830181405166E+001                 -3.2305094461148322E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6671279184130023E+000                  3.7410407472217897E+000                  2.0589176976493868E+000                  1.4963234910600407E+000                  0.0000000000000000E+000                  1.1207219289938109E+001                 -3.1095541732405554E+000                  6.1599067318918870E+000                  6.2132298138857378E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861379E-003                  9.3805276451495445E-003                  3.4468833607861297E-003                  9.3805276451495428E-003                  1.0500000000000014E+001                  4.1995530354712329E+000                                        0                                        5 
                                     115                                      599                  6.2459937646743192E+003                  2.3922970268255446E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9516443194265347E-001                  9.8668046282236688E-001                  9.9999804428064087E-001                  9.9716288737415038E-001                  9.9516443194265347E-001                  9.8668046282236688E-001                  9.9999804428064087E-001                  9.9716288737415038E-001                 -9.6425138468901732E+000                  2.2776456210599912E-010                 -9.6425138468901732E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.6425138468901732E+000                  2.2776456210599912E-010                 -9.6425138468901732E+000                 -2.8427537217376397E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6836985007634024E+000                  3.9312586559242337E+000                  2.1208854872998093E+000                  1.3723879117591959E+000                  0.0000000000000000E+000                  1.1569076851353726E+001                 -2.8417859826183274E+000                  6.2531306309845593E+000                  6.2126367942091920E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861379E-003                  9.3805276451495445E-003                  3.4468833607861297E-003                  9.3805276451495428E-003                  1.0500000000000014E+001                  4.1995530354712338E+000                                        0                                        5 
                                     120                                      581                  7.4254112519338378E+003                  2.3413064988129975E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9762189325819883E-001                  9.9331616626689234E-001                  9.9999936912211007E-001                  9.9994415153832772E-001                  9.9762189325819883E-001                  9.9331616626689234E-001                  9.9999936912211007E-001                  9.9994415153832772E-001                 -8.6476670632498340E+000                  2.2507794263297125E-009                 -8.6476670632498340E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -8.6476670632498340E+000                  2.2507794263297125E-009                 -8.6476670632498340E+000                 -2.5044637997691158E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7360991152209957E+000                  4.0061050609441970E+000                  2.0535074608946045E+000                  1.5071439645696056E+000                  0.0000000000000000E+000                  1.1892779718844746E+001                 -2.6068542981147869E+000                  6.3400118259722085E+000                  6.2121684710382241E-001                  8.5000496627254207E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861379E-003                  9.3805276451495445E-003                  3.4468833607861297E-003                  9.3805276451495428E-003                  1.0500000000000014E+001                  4.1995530354712329E+000                                        0                                        8 
                                     125                                      595                  8.0119101775757554E+003                  1.9641025381561585E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9859530111791739E-001                  9.9570208084429823E-001                  9.9999207667223933E-001                  9.9997033537689239E-001                  9.9859530111791739E-001                  9.9570208084429823E-001                  9.9999207667223933E-001                  9.9997033537689239E-001                 -8.2042369922100544E+000                  6.2483163239776820E-009                 -8.2042369922100544E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -8.2042369922100544E+000                  6.2483163239776820E-009                 -8.2042369922100544E+000                 -2.3551424423393403E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7636970878324263E+000                  4.0222128099164776E+000                  2.0063653901578826E+000                  1.6014281060430484E+000                  0.0000000000000000E+000                  1.2043096478055828E+001                 -2.4973616381100063E+000                  6.3800295351380818E+000                  6.2119703170616936E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  6.9999999999999996E-001                  2.7997020236474884E-001                  3.4468833607861358E-003                  9.3805276451495410E-003                  3.4468833607861297E-003                  9.3805276451495428E-003                  1.0500000000000009E+001                  4.1995530354712329E+000                                        2                                        6 
